big_guy.thisRepN,big_guy.thisTrialN,big_guy.thisN,big_guy.thisIndex,outer_loop1.thisRepN,outer_loop1.thisTrialN,outer_loop1.thisN,outer_loop1.thisIndex,outer_loop2.thisRepN,outer_loop2.thisTrialN,outer_loop2.thisN,outer_loop2.thisIndex,MM_self_loop2.thisRepN,MM_self_loop2.thisTrialN,MM_self_loop2.thisN,MM_self_loop2.thisIndex,MC_self_loop2.thisRepN,MC_self_loop2.thisTrialN,MC_self_loop2.thisN,MC_self_loop2.thisIndex,MC_other_loop2.thisRepN,MC_other_loop2.thisTrialN,MC_other_loop2.thisN,MC_other_loop2.thisIndex,MM_other_loop2.thisRepN,MM_other_loop2.thisTrialN,MM_other_loop2.thisN,MM_other_loop2.thisIndex,MC_self_loop1.thisRepN,MC_self_loop1.thisTrialN,MC_self_loop1.thisN,MC_self_loop1.thisIndex,MM_self_loop1.thisRepN,MM_self_loop1.thisTrialN,MM_self_loop1.thisN,MM_self_loop1.thisIndex,MM_other_loop1.thisRepN,MM_other_loop1.thisTrialN,MM_other_loop1.thisN,MM_other_loop1.thisIndex,MC_other_loop1.thisRepN,MC_other_loop1.thisTrialN,MC_other_loop1.thisN,MC_other_loop1.thisIndex,begin_text.started,begin_text.stopped,begin_exp.keys,begin_exp.rt,begin_exp.started,begin_exp.stopped,Rest_title.started,Rest_title.stopped,rest_body.started,rest_body.stopped,rest_nxt.started,rest_nxt.stopped,advance_0.keys,advance_0.rt,advance_0.started,advance_0.stopped,begin_scan_txt.started,begin_scan_txt.stopped,still_txt.started,still_txt.stopped,begin_scan_btn.keys,begin_scan_btn.rt,begin_scan_btn.started,begin_scan_btn.stopped,wait_scan_txt.started,wait_scan_txt.stopped,still_txt2.started,still_txt2.stopped,trial_crosshair_rest.started,trial_crosshair_rest.stopped,break_txt.started,break_txt.stopped,break_btn.keys,break_btn.rt,break_btn.started,break_btn.stopped,MM_other_title.started,MM_other_title.stopped,MM_other_body.started,MM_other_body.stopped,MM_other_nxt.started,MM_other_nxt.stopped,advance3.keys,advance3.rt,advance3.started,advance3.stopped,other_n_btn.keys,other_n_btn.rt,other_n_btn.started,other_n_btn.stopped,MC_self_title.started,MC_self_title.stopped,MC_self_body.started,MC_self_body.stopped,MC_self_nxt.started,MC_self_nxt.stopped,advance_1.keys,advance_1.rt,advance_1.started,advance_1.stopped,self_btn.keys,self_btn.rt,self_btn.started,self_btn.stopped,trial_crosshair.started,trial_crosshair.stopped,MC_other_title.started,MC_other_title.stopped,MC_other_body.started,MC_other_body.stopped,MC_other_nxt.started,MC_other_nxt.stopped,advance4.keys,advance4.rt,advance4.started,advance4.stopped,MM_self_title.started,MM_self_title.stopped,MM_self_body.started,MM_self_body.stopped,MM_self_nxt.started,MM_self_nxt.stopped,advance_2.keys,advance_2.rt,advance_2.started,advance_2.stopped,other_j_btn1.keys,other_j_btn1.rt,other_j_btn1.started,other_j_btn1.stopped,end.started,end.stopped,end_press.keys,end_press.rt,end_press.started,end_press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
0,0,0,0,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.4165710024536,None,1432.4165710024536,None,['equal'],[1.483835719525814],1432.4165710024536,None,1430.9116387693211,None,1430.9116387693211,None,,,1741.4245932763442,None,1,18.373645099811256,1741.4245932763442,None,,,,,,,,,,,,,,,,,,,,,,,,,"['1', '1', '1', '1']","[117.55522594600916, 172.59926630184054, 222.47074697632343, 245.7656842796132]",1433.9123039543629,None,1433.9123039543629,None,,,,,,,,,,,1407.5960411261767,None,1407.5960411261767,None,1407.5960411261767,None,1,10.223606882616878,1407.5960411261767,None,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1778.1574054146186,None,1778.1574054146186,None,['equal'],[1.485258862376213],1778.1574054146186,None,1776.657346171327,None,1776.657346171327,None,,,2087.2523716632277,None,1,19.50237499177456,2087.2523716632277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.8240445032716,None,1759.8240445032716,None,1759.8240445032716,None,1,5.318435885943472,1759.8240445032716,None,,,,,,,,,,,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","[23.568171435035765, 46.717864512465894, 70.60004303138703, 92.93372423388064, 116.53183614928275, 141.04920818191022, 166.1328513827175, 188.41588428337127, 211.1328260852024, 232.24753496050835, 256.7482286579907, 277.7809087233618, 305.18069682084024]",1779.890835473314,None,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2123.8023125147447,None,2123.8023125147447,None,['equal'],[1.4854876045137644],2123.8023125147447,None,2122.3023435967043,None,2122.3023435967043,None,,,2432.8145279148594,None,1,3.3850925462320447,2432.8145279148594,None,2106.769448007457,None,2106.769448007457,None,2106.769448007457,None,['1'],[3.971076930873096],2106.769448007457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['1', '1', '1', '1', '1']","[85.4677083324641, 119.14969723112881, 150.18241949379444, 199.71504358109087, 250.23058644589037]",2125.552601315081,None,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.98155397363,None,2459.98155397363,None,['equal'],[1.4717825707048178],2459.98155397363,None,2458.481526231393,None,2458.481526231393,None,,,2768.9814168093726,None,1,1.812740578316152,2768.9814168093726,None,,,,,,,,,,,,,,,2436.2148748757318,None,2436.2148748757318,None,2436.2148748757318,None,1,5.122132258489728,2436.2148748757318,None,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","[30.655779643915594, 55.784476378932595, 82.73490442708135, 113.48448553029448, 141.76955528836697, 169.01728426944464, 199.53705241624266, 226.4857384134084, 256.3536827675998, 283.79852108471096]",2461.4646533261985,None,2461.4646533261985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2795.0807239878923,None,2795.0807239878923,None,['equal'],[1.4793539112433791],2795.0807239878923,None,2793.5766351921484,None,2793.5766351921484,None,,,3104.088294863701,None,1,1.3574255062267184,3104.088294863701,None,,,,,,,,,,,,,,,,,,,,,,,,,None,,2796.57574602589,None,2796.57574602589,None,,,,,,,,,,,2770.8102338574827,None,2770.8102338574827,None,2770.8102338574827,None,1,9.901541179046035,2770.8102338574827,None,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.472196634859,None,3105.472196634859,None,3105.472196634859,None,1,4.673418283462524,3105.472196634859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123.1219049664214,None,3123.1219049664214,None,['equal'],[1.4736925652250648],3123.1219049664214,None,3121.6056495653465,None,3121.6056495653465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3124.605980697088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.101300799288,None,space,7.634345822036266,3432.101300799288,None,ATM024,001,2022_Jun_30_1716,ATM_main_5-19-21,2021.1.3,60.36798026011891,
